"","Observation Number","Cluster_Membership"
"1768",1768,2
"1769",1769,4
"1770",1770,4
"1771",1771,4
"1772",1772,5
"1773",1773,4
"1774",1774,5
"1775",1775,4
"1776",1776,5
"1777",1777,2
"1778",1778,4
"1779",1779,2
"1780",1780,4
"1781",1781,4
"1782",1782,4
"1783",1783,4
"1784",1784,4
"1785",1785,2
"1786",1786,2
"1787",1787,4
"1788",1788,4
"1789",1789,2
"1790",1790,5
"1791",1791,4
"1792",1792,4
"1793",1793,4
"1794",1794,5
"1795",1795,4
"1796",1796,5
"1797",1797,4
"1798",1798,4
"1799",1799,4
"1800",1800,5
"1801",1801,4
"1802",1802,4
"1803",1803,2
"1804",1804,5
"1805",1805,2
"1806",1806,4
"1807",1807,2
"1808",1808,2
"1809",1809,2
"1810",1810,5
"1811",1811,2
"1812",1812,4
"1813",1813,2
"1814",1814,4
"1815",1815,4
"1816",1816,4
"1817",1817,2
"1818",1818,4
"1819",1819,4
"1820",1820,4
"1821",1821,3
"1822",1822,2
"1823",1823,2
"1824",1824,4
"1825",1825,5
"1826",1826,4
"1827",1827,5
"1828",1828,4
"1829",1829,4
"1830",1830,4
"1831",1831,4
"1832",1832,4
"1833",1833,4
"1834",1834,2
"1835",1835,5
"1836",1836,2
"1837",1837,4
"1838",1838,2
"1839",1839,4
"1840",1840,4
"1841",1841,4
"1842",1842,4
"1843",1843,4
"1844",1844,4
"1845",1845,4
"1846",1846,4
"1847",1847,1
"1848",1848,2
"1849",1849,4
"1850",1850,4
"1851",1851,4
"1852",1852,4
"1853",1853,1
"1854",1854,4
"1855",1855,2
"1856",1856,4
"1857",1857,4
"1858",1858,4
"1859",1859,2
"1860",1860,4
"1861",1861,4
"1862",1862,4
"1863",1863,2
"1864",1864,5
"1865",1865,1
"1866",1866,2
"1867",1867,1
"1868",1868,1
"1869",1869,2
"1870",1870,2
"1871",1871,1
"1872",1872,1
"1873",1873,4
"1874",1874,4
"1875",1875,2
"1876",1876,4
"1877",1877,4
"1878",1878,2
"1879",1879,2
"1880",1880,3
"1881",1881,4
"1882",1882,4
"1883",1883,1
"1884",1884,2
"1885",1885,4
"1886",1886,4
"1887",1887,1
"1888",1888,4
"1889",1889,5
"1890",1890,2
"1891",1891,4
"1892",1892,2
"1893",1893,5
"1894",1894,4
"1895",1895,4
"1896",1896,2
"1897",1897,1
"1898",1898,4
"1899",1899,5
"1900",1900,4
"1901",1901,2
"1902",1902,2
"1903",1903,2
"1904",1904,4
"1905",1905,1
"1906",1906,4
"1907",1907,4
"1908",1908,2
"1909",1909,1
"1910",1910,4
"1911",1911,4
"1912",1912,4
"1913",1913,4
"1914",1914,1
"1915",1915,1
"1916",1916,4
"1917",1917,2
"1918",1918,4
"1919",1919,4
"1920",1920,4
"1921",1921,4
"1922",1922,5
"1923",1923,4
"1924",1924,4
"1925",1925,4
"1926",1926,4
"1927",1927,4
"1928",1928,4
"1929",1929,4
"1930",1930,4
"1931",1931,5
"1932",1932,5
"1933",1933,5
"1934",1934,2
"1935",1935,4
"1936",1936,4
"1937",1937,1
"1938",1938,4
"1939",1939,4
"1940",1940,2
"1941",1941,2
"1942",1942,4
"1943",1943,4
"1944",1944,4
"1945",1945,5
"1946",1946,2
"1947",1947,2
"1948",1948,4
"1949",1949,4
"1950",1950,4
"1951",1951,4
"1952",1952,4
"1953",1953,4
"1954",1954,4
"1955",1955,5
"1956",1956,5
"1957",1957,4
"1958",1958,2
"1959",1959,5
"1960",1960,2
"1961",1961,5
"1962",1962,2
"1963",1963,4
"1964",1964,1
"1965",1965,4
"1966",1966,2
"1967",1967,2
"1968",1968,1
"1969",1969,2
"1970",1970,2
"1971",1971,2
"1972",1972,2
"1973",1973,4
"1974",1974,2
"1975",1975,2
"1976",1976,5
"1977",1977,2
"1978",1978,5
"1979",1979,4
"1980",1980,5
"1981",1981,5
"1982",1982,2
"1983",1983,2
"1984",1984,4
"1985",1985,5
"1986",1986,2
"1987",1987,4
"1988",1988,1
"1989",1989,4
"1990",1990,2
"1991",1991,4
"1992",1992,4
"1993",1993,4
"1994",1994,2
"1995",1995,2
"1996",1996,1
"1997",1997,1
"1998",1998,1
"1999",1999,2
"2000",2000,2
"2001",2001,2
"2002",2002,2
"2003",2003,2
"2004",2004,4
"2005",2005,5
"2006",2006,4
"2007",2007,5
"2008",2008,2
"2009",2009,5
"2010",2010,2
"2011",2011,2
"2012",2012,4
"2013",2013,4
"2014",2014,5
"2015",2015,2
"2016",2016,5
"2017",2017,5
"2018",2018,2
"2019",2019,4
"2020",2020,5
"2021",2021,4
"2022",2022,2
"2023",2023,3
"2024",2024,1
"2025",2025,1
"2026",2026,2
"2027",2027,1
"2028",2028,1
"2029",2029,1
"2030",2030,2
"2031",2031,4
"2032",2032,5
"2033",2033,2
"2034",2034,1
"2035",2035,2
"2036",2036,4
"2037",2037,1
"2038",2038,2
"2039",2039,5
"2040",2040,4
"2041",2041,4
"2042",2042,2
"2043",2043,2
"2044",2044,2
"2045",2045,1
"2046",2046,1
"2047",2047,2
"2048",2048,2
"2049",2049,5
"2050",2050,1
"2051",2051,1
"2052",2052,2
"2053",2053,4
"2054",2054,4
"2055",2055,2
"2056",2056,2
"2057",2057,2
"2058",2058,2
"2059",2059,2
"2060",2060,4
"2061",2061,4
"2062",2062,5
"2063",2063,2
"2064",2064,5
"2065",2065,4
"2066",2066,2
"2067",2067,4
"2068",2068,2
"2069",2069,5
"2070",2070,2
"2071",2071,1
"2072",2072,4
"2073",2073,2
"2074",2074,4
"2075",2075,4
"2076",2076,2
"2077",2077,2
"2078",2078,5
"2079",2079,2
"2080",2080,1
"2081",2081,5
"2082",2082,5
"2083",2083,2
"2084",2084,2
"2085",2085,2
"2086",2086,5
"2087",2087,5
"2088",2088,2
"2089",2089,2
"2090",2090,5
"2091",2091,2
"2092",2092,1
"2093",2093,3
"2094",2094,5
"2095",2095,5
"2096",2096,5
"2097",2097,5
"2098",2098,5
"2099",2099,2
"2100",2100,5
"2101",2101,2
"2102",2102,5
"2103",2103,2
"2104",2104,5
"2105",2105,2
"2106",2106,5
"2107",2107,2
"2108",2108,2
"2109",2109,4
"2110",2110,2
"2111",2111,2
"2112",2112,2
"2113",2113,4
"2114",2114,5
"2115",2115,5
"2116",2116,5
"2117",2117,2
"2118",2118,2
"2119",2119,2
"2120",2120,2
"2121",2121,2
"2122",2122,5
"2123",2123,2
"2124",2124,4
"2125",2125,2
"2126",2126,2
"2127",2127,2
"2128",2128,4
"2129",2129,5
"2130",2130,4
"2131",2131,5
"2132",2132,2
"2133",2133,2
"2134",2134,2
"2135",2135,2
"2136",2136,2
"2137",2137,2
"2138",2138,2
"2139",2139,2
"2140",2140,2
"2141",2141,5
"2142",2142,4
"2143",2143,5
"2144",2144,5
"2145",2145,5
"2146",2146,5
"2147",2147,5
"2148",2148,4
"2149",2149,5
"2150",2150,5
"2151",2151,2
"2152",2152,2
"2153",2153,2
"2154",2154,5
"2155",2155,1
"2156",2156,5
"2157",2157,4
"2158",2158,2
"2159",2159,2
"2160",2160,2
"2161",2161,5
"2162",2162,2
"2163",2163,2
"2164",2164,4
"2165",2165,2
"2166",2166,5
"2167",2167,5
"2168",2168,2
"2169",2169,2
"2170",2170,5
"2171",2171,4
"2172",2172,2
"2173",2173,2
"2174",2174,5
"2175",2175,2
"2176",2176,5
"2177",2177,5
"2178",2178,4
"2179",2179,2
"2180",2180,5
"2181",2181,2
"2182",2182,1
"2183",2183,2
"2184",2184,5
"2185",2185,2
"2186",2186,4
"2187",2187,2
"2188",2188,5
"2189",2189,2
"2190",2190,5
"2191",2191,5
"2192",2192,5
"2193",2193,2
"2194",2194,2
"2195",2195,2
"2196",2196,2
"2197",2197,5
"2198",2198,4
"2199",2199,2
"2200",2200,5
"2201",2201,5
"2202",2202,2
"2203",2203,5
"2204",2204,2
"2205",2205,2
"2206",2206,5
"2207",2207,2
"2208",2208,1
"2209",2209,4
"2210",2210,5
"2211",2211,5
"2212",2212,5
"2213",2213,5
"2214",2214,4
"2215",2215,4
"2216",2216,5
"2217",2217,5
"2218",2218,4
"2219",2219,5
"2220",2220,4
"2221",2221,2
"2222",2222,5
"2223",2223,5
"2224",2224,5
"2225",2225,4
"2226",2226,2
"2227",2227,2
"2228",2228,2
"2229",2229,1
"2230",2230,4
"2231",2231,2
"2232",2232,4
"2233",2233,2
"2234",2234,2
"2235",2235,5
"2236",2236,4
"2237",2237,1
"2238",2238,2
"2239",2239,4
"2240",2240,4
"2241",2241,2
"2242",2242,5
"2243",2243,2
"2244",2244,4
"2245",2245,5
"2246",2246,5
"2247",2247,4
"2248",2248,4
"2249",2249,4
"2250",2250,4
"2251",2251,2
"2252",2252,5
"2253",2253,5
"2254",2254,5
"2255",2255,2
"2256",2256,5
"2257",2257,5
"2258",2258,5
"2259",2259,2
"2260",2260,2
"2261",2261,2
"2262",2262,2
"2263",2263,5
"2264",2264,2
"2265",2265,5
"2266",2266,2
"2267",2267,5
"2268",2268,4
"2269",2269,3
"2270",2270,2
"2271",2271,5
"2272",2272,4
"2273",2273,2
"2274",2274,2
"2275",2275,2
"2276",2276,2
"2277",2277,5
"2278",2278,2
"2279",2279,5
"2280",2280,5
"2281",2281,2
"2282",2282,4
"2283",2283,4
"2284",2284,5
"2285",2285,2
"2286",2286,5
"2287",2287,2
"2288",2288,5
"2289",2289,3
"2290",2290,4
"2291",2291,5
"2292",2292,5
"2293",2293,4
"2294",2294,3
"2295",2295,2
"2296",2296,4
"2297",2297,5
"2298",2298,5
"2299",2299,5
"2300",2300,4
"2301",2301,2
"2302",2302,5
"2303",2303,4
"2304",2304,5
"2305",2305,5
"2306",2306,2
"2307",2307,4
"2308",2308,1
"2309",2309,2
"2310",2310,5
"2311",2311,2
"2312",2312,4
"2313",2313,4
"2314",2314,5
"2315",2315,2
"2316",2316,5
"2317",2317,5
"2318",2318,4
"2319",2319,5
"2320",2320,5
"2321",2321,5
"2322",2322,2
"2323",2323,2
"2324",2324,5
"2325",2325,4
"2326",2326,2
"2327",2327,5
"2328",2328,5
"2329",2329,2
"2330",2330,2
"2331",2331,5
"2332",2332,2
"2333",2333,4
"2334",2334,5
"2335",2335,5
"2336",2336,2
"2337",2337,5
"2338",2338,5
"2339",2339,5
"2340",2340,5
"2341",2341,5
"2342",2342,4
"2343",2343,4
"2344",2344,5
"2345",2345,4
"2346",2346,5
"2347",2347,5
"2348",2348,4
"2349",2349,5
"2350",2350,5
"2351",2351,2
"2352",2352,2
"2353",2353,2
"2354",2354,2
"2355",2355,5
"2356",2356,2
"2357",2357,4
"2358",2358,2
"2359",2359,2
"2360",2360,5
"2361",2361,4
"2362",2362,2
"2363",2363,2
"2364",2364,2
"2365",2365,4
"2366",2366,2
"2367",2367,2
"2368",2368,5
"2369",2369,3
"2370",2370,4
"2371",2371,5
"2372",2372,2
"2373",2373,2
"2374",2374,2
"2375",2375,2
"2376",2376,4
"2377",2377,2
"2378",2378,2
"2379",2379,5
"2380",2380,5
"2381",2381,5
"2382",2382,2
"2383",2383,5
"2384",2384,2
"2385",2385,5
"2386",2386,5
"2387",2387,2
"2388",2388,4
"2389",2389,2
"2390",2390,2
"2391",2391,5
"2392",2392,5
"2393",2393,5
"2394",2394,2
"2395",2395,2
"2396",2396,2
"2397",2397,5
"2398",2398,4
"2399",2399,2
"2400",2400,2
"2401",2401,2
"2402",2402,2
"2403",2403,2
"2404",2404,5
"2405",2405,2
"2406",2406,2
"2407",2407,5
"2408",2408,5
"2409",2409,1
"2410",2410,4
"2411",2411,2
"2412",2412,5
"2413",2413,2
"2414",2414,1
"2415",2415,2
"2416",2416,5
"2417",2417,2
"2418",2418,5
"2419",2419,2
"2420",2420,2
"2421",2421,2
"2422",2422,2
"2423",2423,4
"2424",2424,5
"2425",2425,2
"2426",2426,5
"2427",2427,2
"2428",2428,4
"2429",2429,2
"2430",2430,2
"2431",2431,2
"2432",2432,2
"2433",2433,2
"2434",2434,3
"2435",2435,2
"2436",2436,2
"2437",2437,4
"2438",2438,2
"2439",2439,2
"2440",2440,2
"2441",2441,5
"2442",2442,5
"2443",2443,4
"2444",2444,2
"2445",2445,5
"2446",2446,5
"2447",2447,5
"2448",2448,2
"2449",2449,4
"2450",2450,5
"2451",2451,4
"2452",2452,5
"2453",2453,5
"2454",2454,2
"2455",2455,2
"2456",2456,2
"2457",2457,5
"2458",2458,2
"2459",2459,2
"2460",2460,5
"2461",2461,2
"2462",2462,2
"2463",2463,4
"2464",2464,2
"2465",2465,2
"2466",2466,2
"2467",2467,2
"2468",2468,5
"2469",2469,4
"2470",2470,2
"2471",2471,5
"2472",2472,4
"2473",2473,5
"2474",2474,5
"2475",2475,2
"2476",2476,2
"2477",2477,2
"2478",2478,5
"2479",2479,5
"2480",2480,5
"2481",2481,5
"2482",2482,5
"2483",2483,2
"2484",2484,2
"2485",2485,4
"2486",2486,5
"2487",2487,5
"2488",2488,2
"2489",2489,5
"2490",2490,5
"2491",2491,2
"2492",2492,5
"2493",2493,1
"2494",2494,4
"2495",2495,4
"2496",2496,5
"2497",2497,2
"2498",2498,5
"2499",2499,5
"2500",2500,5
"2501",2501,2
"2502",2502,2
"2503",2503,4
"2504",2504,2
"2505",2505,5
"2506",2506,2
"2507",2507,4
"2508",2508,2
"2509",2509,4
"2510",2510,5
"2511",2511,5
"2512",2512,1
"2513",2513,5
"2514",2514,5
"2515",2515,5
"2516",2516,2
"2517",2517,5
"2518",2518,5
"2519",2519,4
"2520",2520,5
"2521",2521,5
"2522",2522,2
"2523",2523,2
"2524",2524,5
"2525",2525,5
"2526",2526,5
"2527",2527,5
"2528",2528,2
"2529",2529,4
"2530",2530,5
"2531",2531,5
"2532",2532,5
"2533",2533,2
"2534",2534,5
"2535",2535,4
"2536",2536,2
"2537",2537,2
"2538",2538,5
"2539",2539,1
"2540",2540,3
"2541",2541,5
"2542",2542,2
"2543",2543,2
"2544",2544,1
"2545",2545,5
"2546",2546,4
"2547",2547,5
"2548",2548,2
"2549",2549,1
"2550",2550,2
"2551",2551,4
"2552",2552,2
"2553",2553,3
"2554",2554,2
"2555",2555,2
"2556",2556,3
"2557",2557,4
"2558",2558,1
"2559",2559,3
"2560",2560,3
"2561",2561,2
"2562",2562,2
"2563",2563,2
"2564",2564,1
"2565",2565,2
"2566",2566,4
"2567",2567,4
"2568",2568,2
"2569",2569,3
"2570",2570,4
"2571",2571,4
"2572",2572,3
"2573",2573,4
"2574",2574,3
"2575",2575,3
"2576",2576,1
"2577",2577,2
"2578",2578,4
"2579",2579,4
"2580",2580,2
"2581",2581,4
"2582",2582,2
"2583",2583,4
"2584",2584,4
"2585",2585,2
"2586",2586,3
"2587",2587,4
"2588",2588,2
"2589",2589,3
"2590",2590,5
"2591",2591,5
"2592",2592,4
"2593",2593,5
"2594",2594,3
"2595",2595,2
"2596",2596,1
"2597",2597,4
"2598",2598,4
"2599",2599,4
"2600",2600,4
"2601",2601,5
"2602",2602,4
"2603",2603,4
"2604",2604,4
"2605",2605,4
"2606",2606,4
"2607",2607,3
"2608",2608,5
"2609",2609,3
"2610",2610,2
"2611",2611,2
"2612",2612,3
"2613",2613,4
"2614",2614,1
"2615",2615,5
"2616",2616,3
"2617",2617,4
"2618",2618,3
"2619",2619,3
"2620",2620,4
"2621",2621,3
"2622",2622,2
"2623",2623,2
"2624",2624,3
"2625",2625,2
"2626",2626,3
"2627",2627,4
"2628",2628,3
"2629",2629,3
"2630",2630,3
"2631",2631,4
"2632",2632,1
"2633",2633,3
"2634",2634,4
"2635",2635,4
"2636",2636,3
"2637",2637,4
"2638",2638,4
"2639",2639,3
"2640",2640,5
"2641",2641,3
"2642",2642,4
"2643",2643,3
"2644",2644,1
"2645",2645,1
"2646",2646,4
"2647",2647,2
"2648",2648,5
"2649",2649,4
"2650",2650,1
"2651",2651,4
"2652",2652,3
"2653",2653,4
"2654",2654,2
"2655",2655,4
"2656",2656,2
"2657",2657,3
"2658",2658,4
"2659",2659,4
"2660",2660,4
"2661",2661,3
"2662",2662,5
"2663",2663,3
"2664",2664,4
"2665",2665,3
"2666",2666,3
"2667",2667,4
"2668",2668,3
"2669",2669,1
"2670",2670,4
"2671",2671,1
"2672",2672,2
"2673",2673,4
"2674",2674,3
"2675",2675,3
"2676",2676,4
"2677",2677,3
"2678",2678,4
"2679",2679,4
"2680",2680,1
"2681",2681,4
"2682",2682,2
"2683",2683,4
"2684",2684,4
"2685",2685,3
"2686",2686,1
"2687",2687,4
"2688",2688,2
"2689",2689,4
"2690",2690,4
"2691",2691,4
"2692",2692,2
"2693",2693,2
"2694",2694,4
"2695",2695,2
"2696",2696,4
"2697",2697,1
"2698",2698,2
"2699",2699,1
"2700",2700,4
"2701",2701,4
"2702",2702,2
"2703",2703,4
"2704",2704,4
"2705",2705,4
"2706",2706,4
"2707",2707,1
"2708",2708,2
"2709",2709,2
"2710",2710,4
"2711",2711,2
"2712",2712,2
"2713",2713,4
"2714",2714,4
"2715",2715,4
"2716",2716,4
"2717",2717,5
"2718",2718,4
"2719",2719,4
"2720",2720,4
"2721",2721,4
"2722",2722,1
"2723",2723,2
"2724",2724,2
"2725",2725,2
"2726",2726,2
"2727",2727,4
"2728",2728,5
"2729",2729,2
"2730",2730,5
"2731",2731,4
"2732",2732,4
"2733",2733,4
"2734",2734,4
"2735",2735,4
"2736",2736,4
"2737",2737,1
"2738",2738,4
"2739",2739,4
"2740",2740,4
"2741",2741,4
"2742",2742,1
"2743",2743,2
"2744",2744,2
"2745",2745,2
"2746",2746,4
"2747",2747,1
"2748",2748,2
"2749",2749,2
"2750",2750,2
"2751",2751,1
"2752",2752,2
"2753",2753,4
"2754",2754,5
"2755",2755,5
"2756",2756,2
"2757",2757,5
"2758",2758,4
"2759",2759,5
"2760",2760,4
"2761",2761,4
"2762",2762,2
"2763",2763,5
"2764",2764,5
"2765",2765,2
"2766",2766,4
"2767",2767,2
"2768",2768,5
"2769",2769,2
"2770",2770,5
"2771",2771,4
"2772",2772,4
"2773",2773,5
"2774",2774,5
"2775",2775,4
"2776",2776,4
"2777",2777,5
"2778",2778,5
"2779",2779,2
"2780",2780,5
"2781",2781,2
"2782",2782,2
"2783",2783,2
"2784",2784,2
"2785",2785,2
"2786",2786,2
"2787",2787,5
"2788",2788,4
"2789",2789,5
"2790",2790,2
"2791",2791,5
"2792",2792,4
"2793",2793,5
"2794",2794,5
"2795",2795,4
"2796",2796,4
"2797",2797,2
"2798",2798,5
"2799",2799,5
"2800",2800,2
"2801",2801,4
"2802",2802,2
"2803",2803,5
"2804",2804,2
"2805",2805,4
"2806",2806,5
"2807",2807,1
"2808",2808,5
"2809",2809,1
"2810",2810,4
"2811",2811,3
"2812",2812,5
"2813",2813,4
